"mass","age","cores","RAM","color","power","evil"
115.39,61,20,160,"black","propane",0
107.31,53,20,128,"black","hydrogen",0
105.28,28,24,NA,"red","hydrogen",0
98.45,52,24,152,"red","propane",0
105.65,28,24,136,"red","battery",0
97.93,54,22,120,"black","propane",0
90.18,30,22,136,"black","propane",0
NA,23,26,112,"black","battery",0
NA,52,26,112,"black","propane",0
96.89,59,16,120,"black","battery",0
93.73,27,28,104,"black","battery",0
92.73,52,18,128,"blue","battery",0
96,23,26,136,"red","battery",0
101.23,17,24,128,"blue","hydrogen",1
99.06,63,20,104,"red","battery",0
103.11,53,20,176,"red","battery",0
108.26,52,20,144,"black","hydrogen",0
93.98,26,22,128,"black","hydrogen",0
83.01,23,26,88,"blue","propane",0
103.38,49,28,144,"black","battery",0
79.87,31,14,128,"blue","battery",0
117.71,20,28,NA,"black","battery",0
93.96,58,16,120,"black","battery",0
107.02,28,16,144,"black","battery",1
82.19,56,14,112,"black","battery",0
106.24,58,20,136,"black","propane",0
96.09,32,20,104,"black","propane",0
81.02,55,12,136,"black","propane",0
NA,53,18,104,"blue","battery",0
107.6,NA,30,144,"blue","battery",0
92.25,21,20,152,"blue","propane",0
110.6,29,22,152,"blue","battery",0
93.45,24,22,NA,"blue","propane",0
108.51,28,27,144,"black","battery",0
101.91,24,29,136,"black","hydrogen",0
89.19,27,22,176,"black","battery",0
97.62,20,22,136,"black","battery",0
84.52,54,16,112,"red","battery",0
87.27,51,18,144,"blue","battery",0
NA,58,26,120,"black","propane",0
83.41,61,22,104,"black","propane",0
93.28,NA,24,136,"blue","hydrogen",0
NA,18,24,152,"red","battery",0
98.96,24,24,128,"blue","battery",0
105.7,NA,24,136,"black","propane",0
102.84,50,24,112,"red","hydrogen",0
101.68,27,24,136,NA,NA,0
106.08,25,16,128,"red","battery",0
120.6,29,28,160,"black","propane",0
101.58,55,31,136,"black","propane",0
78.7,25,14,136,"red","battery",0
107.94,26,34,136,"red","propane",0
96.12,22,26,136,"black","hydrogen",0
113.18,51,18,168,"black","propane",0
99.37,23,26,120,"black","battery",0
114.15,24,26,144,"blue","propane",0
100.54,63,16,144,"black","battery",1
91.74,31,16,NA,"red","propane",0
96.12,49,34,168,"red","propane",0
96.16,20,24,136,"blue","hydrogen",0
98.95,50,20,104,"red","hydrogen",0
92.29,25,14,144,"red","battery",0
125.29,56,24,120,"black","hydrogen",0
110.25,60,22,128,"black","propane",0
124.35,31,28,144,"black","hydrogen",0
99.55,30,18,120,"red","propane",0
87.74,52,18,96,"black","battery",0
91.31,22,14,152,"blue","battery",1
102.52,27,30,144,"black","propane",0
109.91,22,30,128,"blue","hydrogen",0
97.63,52,22,144,"blue","propane",0
94.84,56,18,136,"black","battery",0
107.08,20,22,136,"black","battery",0
103.61,NA,24,136,"red","propane",0
103.29,30,24,144,"black","hydrogen",0
111.87,30,24,136,"red","hydrogen",0
89,26,20,128,"red","propane",0
100.63,26,28,184,"red","hydrogen",0
91.23,55,12,128,"black","battery",0
111.22,33,24,136,"red","battery",0
99.47,63,15,120,"red","battery",0
NA,23,22,144,"black","propane",0
NA,27,24,136,"black","battery",0
95.96,61,24,136,"red","battery",0
110.1,53,20,128,"red","battery",0
93.46,28,20,120,"black","battery",0
91.93,51,22,128,"red","propane",0
95.68,29,14,120,"red","battery",0
99.02,23,24,144,"blue","hydrogen",0
120.22,28,30,120,"black","propane",0
111.75,57,10,136,"black","battery",0
106.61,21,34,128,"red","propane",0
114.96,24,32,168,"red","hydrogen",0
NA,19,32,144,"red","propane",0
117.23,26,26,160,"black","hydrogen",0
99.53,53,26,120,"red","propane",0
100.29,32,22,120,"black","hydrogen",0
83.99,28,28,128,"blue","propane",0
110.45,26,32,144,"red","propane",0
107.1,21,32,152,"red","hydrogen",0
74.97,26,14,104,"red","battery",0
100.7,27,14,136,"blue","battery",0
110.14,30,26,152,"red","battery",0
95.09,58,12,112,"red","hydrogen",0
90.63,61,22,112,"black","propane",0
115.68,58,20,128,"black","hydrogen",0
102.04,57,16,120,"black","battery",0
96.66,53,16,160,"red","battery",0
95.89,52,16,120,"black","battery",0
110.1,30,24,104,"black","hydrogen",0
112.22,23,22,144,"blue","hydrogen",0
122.93,59,30,136,"black","hydrogen",0
95.34,31,22,112,"black","propane",0
102.16,21,24,128,"black","propane",0
NA,27,22,152,"red","battery",0
105.25,55,16,136,"black","hydrogen",0
76.32,26,18,88,"black","battery",0
102.43,29,24,104,"black","battery",0
121.93,55,NA,152,"red","hydrogen",0
105.38,57,NA,88,"black","battery",0
107.78,54,20,144,"black","propane",0
98.95,26,28,128,"black","propane",0
111.76,30,29,144,"black","hydrogen",0
98.68,55,22,136,"red","battery",0
108.69,52,24,136,"black","battery",0
88.38,31,16,112,"red","battery",0
103.01,24,18,152,"red","battery",0
NA,59,10,112,"black","battery",0
89.69,28,20,104,"red","battery",0
131.3,53,30,160,"red","hydrogen",0
104.92,54,20,104,"blue","hydrogen",0
91.79,49,15,128,"black","battery",0
117.36,28,20,144,"black","hydrogen",0
91.98,54,20,136,"black","propane",0
115.02,55,23,112,"black","battery",0
93.48,55,24,120,"black","hydrogen",0
86.61,56,20,104,"red","battery",0
85.64,55,NA,128,"black","battery",0
98.4,60,20,120,"black","battery",0
102.51,27,22,152,"red","propane",0
81.5,29,14,112,"red","propane",0
93.82,51,22,112,"black","propane",0
106.86,NA,22,152,"black","propane",0
100.55,20,26,128,"blue","battery",0
108.63,50,20,88,"blue","hydrogen",0
101.71,61,16,112,"black","battery",0
87.16,28,28,128,"black","propane",0
112.41,52,28,160,"black","hydrogen",0
122.01,51,18,136,"black","battery",0
111.22,29,20,136,"black","battery",1
98.02,53,28,120,"black","hydrogen",0
103.67,17,22,112,"blue","battery",0
94.26,55,20,136,"black","battery",0
115.52,51,24,128,"red","hydrogen",0
116.87,57,25,152,"black","battery",0
95.33,25,26,152,"red","propane",0
108.8,20,32,136,"red","propane",0
96.16,22,24,136,"black","propane",0
119.55,30,NA,136,"blue","propane",0
103.2,58,20,112,"black","hydrogen",0
95.85,30,19,144,"blue","propane",0
96.82,29,20,176,"black","battery",0
107.6,28,26,192,"black","battery",0
103.32,28,26,136,"red","propane",0
107.94,32,18,120,"red","battery",0
111.06,NA,26,152,"red","battery",0
95.42,19,22,144,"blue","battery",0
104.73,56,26,144,"black","battery",0
85.4,23,22,160,"black","battery",0
106.16,32,28,104,"black","hydrogen",0
118.03,58,20,136,"black","hydrogen",0
98.98,26,26,112,"red","propane",0
114.64,53,26,144,"black","battery",0
84.04,51,24,120,"black","battery",0
103.52,54,27,NA,"black","battery",0
114.31,58,30,104,"black","hydrogen",0
116.55,17,20,192,"red","battery",0
95.97,57,14,104,"black","battery",0
102.84,29,28,168,"red","propane",0
116.63,30,NA,128,"black","hydrogen",0
94.57,52,26,128,"black","propane",0
96.06,23,20,144,"red","battery",0
91.16,21,30,120,"red","propane",0
94.17,16,26,144,"red","battery",0
95.29,26,22,96,"black","propane",0
112.33,27,24,136,"red","hydrogen",0
91.64,57,10,112,"black","battery",0
120.5,25,34,160,"red","propane",0
109.79,14,40,160,"red","propane",0
110.08,27,18,112,"black","hydrogen",0
100.6,32,19,120,"black","hydrogen",0
105.33,31,26,144,"red","hydrogen",0
108.6,30,22,144,"black","propane",0
98.7,53,20,112,"black","propane",0
95.64,30,24,136,"black","hydrogen",0
94.93,27,NA,104,"red","hydrogen",0
94.05,26,30,128,"red","propane",0
116.05,27,22,120,"red","battery",0
82.31,53,20,104,"black","propane",0
122.77,26,38,136,"red","propane",0
95.67,52,22,136,"black","battery",0
100.9,23,22,136,"red","hydrogen",0
NA,54,30,152,"black","propane",0
90.84,26,20,136,"black","battery",0
104.07,31,24,144,"black","battery",0
96.65,57,20,144,"blue","propane",0
110.82,64,14,136,"black","battery",0
112.46,54,20,144,"blue","battery",0
114.31,60,20,120,"black","battery",0
93.98,30,23,144,"black","battery",0
103.14,55,12,120,"black","battery",0
105.26,29,26,112,"black","propane",0
88.2,24,28,112,"black","propane",0
83.72,22,20,136,"black","propane",0
99.02,52,26,152,"red","battery",0
109.13,26,30,144,"black","battery",0
71.01,26,14,104,"blue","battery",0
99.79,29,26,120,"black","propane",0
90.17,51,18,96,"black","battery",0
101.17,57,20,144,"black","propane",0
108.45,50,20,112,"black","hydrogen",0
100.03,51,NA,128,"black","hydrogen",0
84.18,18,22,112,"blue","battery",0
97.48,18,24,136,"black","hydrogen",0
102.23,30,24,136,"black","battery",0
99.8,27,20,168,"black","hydrogen",0
108.19,26,28,136,"black","battery",0
94.55,19,28,128,"blue","hydrogen",0
121.61,22,34,152,"red","propane",0
97.77,31,22,104,"blue","battery",0
113.66,53,18,112,"black","battery",0
88.6,19,30,136,"blue","propane",0
93.28,28,18,144,"black","battery",0
112.25,60,28,112,"red","hydrogen",0
106.79,32,26,136,"black","propane",0
88.7,31,28,136,"black","propane",0
89.35,55,18,128,"black","battery",0
108.62,58,20,112,"black","battery",0
113.23,57,16,128,"blue","battery",1
109.07,18,32,152,"red","propane",0
101.05,54,20,144,"black","battery",0
103.3,59,16,136,"black","battery",0
94.62,27,26,136,"red","propane",0
87.26,51,20,120,"black","propane",0
103,29,22,128,"red","battery",0
109.76,53,20,104,"black","battery",0
NA,32,20,136,"red","battery",0
92.48,28,22,120,"black","battery",0
129.25,51,28,160,"red","hydrogen",0
84.21,56,8,112,"blue","battery",0
96.29,25,30,128,"black","propane",0
122.76,20,33,144,"black","hydrogen",0
107.07,30,24,144,"black","hydrogen",0
95.34,27,20,136,"blue","battery",0
85.8,53,18,120,"black","propane",0
96.39,56,20,160,"blue","propane",0
116.9,21,24,144,"blue","hydrogen",0
103.59,53,NA,96,"black","propane",0
97.6,64,16,112,"red","battery",0
98.54,26,NA,120,"black","battery",0
88.93,22,20,120,"black","battery",0
96.8,56,14,136,"red","hydrogen",0
100.69,31,22,128,"blue","battery",0
125.93,53,30,136,"black","hydrogen",0
103.11,24,24,120,"red","battery",0
97.3,27,20,176,"blue","hydrogen",0
113.57,26,26,160,"blue","hydrogen",1
122.67,29,26,160,"blue","hydrogen",0
132.01,22,NA,136,"red","propane",0
100.26,58,24,144,"red","propane",0
97,28,20,104,"blue","battery",0
NA,57,16,112,"black","propane",0
115.65,27,20,152,"black","hydrogen",0
109.57,26,22,152,"red","battery",0
106.45,23,30,152,"black","propane",0
117.13,24,37,152,NA,NA,0
115.82,22,NA,168,"black","hydrogen",0
85.83,55,20,128,"black","battery",0
111.95,55,18,NA,"black","hydrogen",0
104.41,23,22,128,NA,NA,0
108.75,55,26,128,"black","propane",0
113.14,53,26,160,"red","propane",0
86.51,27,18,112,"red","battery",0
93.18,31,22,96,"red","battery",0
107.42,24,30,160,"red","battery",0
96.9,NA,18,144,"red","battery",0
104.54,30,18,112,"black","battery",0
103.43,56,16,104,"black","propane",0
87.09,55,14,144,"black","battery",0
107.1,22,16,136,"blue","battery",1
101.83,55,18,136,"red","battery",0
98.34,25,22,176,"red","battery",0
101.72,62,14,104,"black","battery",0
113.52,52,22,144,"red","hydrogen",0
104.23,60,18,176,"red","battery",0
112.58,27,22,128,"blue","hydrogen",0
89.74,49,14,104,"red","battery",0
99.06,23,22,152,"black","hydrogen",0
97.1,31,18,112,"blue","battery",0
90.92,59,22,128,"red","propane",0
115.57,22,28,152,"blue","battery",0
109.87,51,20,144,"blue","battery",0
110.65,26,18,128,"blue","battery",0
109.19,57,18,160,"black","propane",0
103.87,24,32,160,"black","battery",0
105.22,53,22,136,"blue","battery",0
105.06,30,28,104,"black","battery",0
96.19,21,20,144,"red","battery",0
93.2,29,24,120,"black","propane",0
96.71,49,18,128,"blue","battery",0
103.08,25,28,136,"red","battery",0
105.75,57,26,104,"black","propane",0
105.66,33,26,144,"black","battery",0
107.37,23,26,144,"blue","battery",0
NA,51,16,160,"black","hydrogen",0
114.75,58,26,136,"black","hydrogen",0
94.89,29,16,160,"blue","battery",0
90.37,28,20,104,"red","battery",0
95.59,25,26,136,"black","propane",0
96.93,32,12,136,"black","battery",0
111.06,60,26,152,"red","propane",0
102.56,20,26,128,"black","propane",0
113.55,61,22,144,"black","battery",0
88.47,53,16,136,"black","propane",0
111.67,52,18,120,"red","hydrogen",0
109.47,52,22,120,"blue","battery",0
97.66,22,26,144,"black","battery",0
95.76,56,20,144,"black","propane",0
91.25,20,20,112,"blue","battery",0
112.86,27,26,120,"black","hydrogen",0
97.92,25,26,144,"blue","battery",0
107.38,13,34,176,"red","propane",0
97.64,55,12,112,"blue","battery",0
122.95,51,27,144,"black","hydrogen",0
102.21,62,10,136,"black","battery",0
116.78,28,26,128,"blue","hydrogen",0
103,17,32,120,"red","battery",0
77.66,59,10,104,"red","battery",0
109.88,22,20,152,"blue","hydrogen",0
79.07,24,32,120,"red","propane",0
113.02,51,30,128,"black","hydrogen",0
82.74,24,15,128,"black","hydrogen",0
112.73,30,26,184,"black","battery",0
115.17,21,28,160,"black","battery",0
110.04,63,28,144,"black","propane",0
114.02,24,30,136,"red","hydrogen",0
106.32,23,22,120,"blue","battery",0
96.66,54,26,120,"black","battery",0
92.53,23,32,112,"red","propane",0
93.85,55,28,152,"black","battery",0
93.47,24,28,160,"red","propane",0
NA,26,26,120,"black","hydrogen",0
102.56,26,24,112,"blue","propane",0
98.64,25,22,112,"black","hydrogen",0
112.42,27,25,144,"black","battery",0
100.23,63,14,96,"black","hydrogen",0
91.34,30,22,88,"blue","propane",0
103.66,26,22,144,"red","battery",0
96.32,55,12,152,"black","battery",0
103.55,51,14,152,"black","hydrogen",1
109.13,19,20,160,"red","battery",0
95.37,23,26,120,"red","battery",0
88.3,29,14,120,"blue","battery",0
106,30,22,120,"black","battery",0
90.49,20,20,136,"black","battery",0
116.87,52,22,160,"red","hydrogen",1
87.63,26,22,120,"black","propane",0
113.43,56,26,160,"black","battery",0
125.37,57,26,152,"black","battery",0
95.76,25,22,168,"red","battery",0
109.89,63,22,120,NA,NA,0
77.63,53,16,112,"black","battery",0
NA,52,26,112,"black","battery",0
110.27,30,NA,136,NA,NA,0
93.51,28,18,120,"blue","battery",0
104.39,49,24,152,"black","battery",0
115.5,31,22,152,"black","hydrogen",0
112.31,24,20,160,"black","battery",0
106.48,30,25,160,"black","battery",0
101.32,16,20,120,"black","hydrogen",0
109.53,32,38,128,"red","propane",0
107.79,26,20,112,"blue","hydrogen",0
104.73,4,40,96,"red","propane",1
84.17,23,22,112,"blue","propane",0
112.81,22,28,144,"blue","battery",0
111.25,59,24,120,"black","battery",0
114.5,26,28,112,"black","battery",0
105.47,24,22,120,"blue","battery",0
85.11,25,26,112,"red","propane",0
108.33,28,26,144,"black","hydrogen",0
NA,23,16,120,"black","battery",0
96.81,23,24,96,"blue","battery",0
101.14,28,24,120,"red","battery",0
116.37,56,22,136,"blue","propane",0
124.73,29,32,184,"red","propane",0
94.71,55,20,144,"black","battery",0
NA,28,20,88,"black","propane",0
92.87,19,24,112,"blue","hydrogen",0
109.68,30,22,152,"red","propane",0
109.23,61,20,128,"black","hydrogen",0
120.64,18,18,128,"black","battery",0
106.46,21,NA,136,"red","battery",0
107.02,27,24,136,"blue","battery",0
110.54,27,20,136,"black","propane",0
94.62,68,20,80,"black","battery",0
103.66,24,28,152,"red","battery",0
92.99,57,20,112,"red","hydrogen",0
78.48,52,20,112,"black","battery",0
107.5,24,28,104,"blue","propane",0
97.16,30,20,128,"black","propane",0
85.62,54,16,96,"blue","hydrogen",0
100.85,19,26,80,"blue","hydrogen",0
106.81,18,28,128,"red","battery",0
101.5,24,30,112,"blue","propane",0
101.48,27,20,136,"black","battery",0
100.03,56,26,128,"black","battery",0
105.67,56,20,128,"black","battery",0
108.52,28,24,168,"red","battery",0
79.56,51,18,88,"red","battery",0
82.17,18,14,104,"blue","battery",0
92.49,58,12,112,"black","battery",0
92.42,30,14,128,"red","battery",0
113.33,28,22,128,NA,NA,0
98.35,21,32,96,"black","battery",0
101.51,58,24,136,NA,NA,0
91.63,32,26,NA,"black","propane",0
88.67,26,16,152,"black","battery",0
102.25,28,NA,128,"blue","propane",0
99.88,51,22,144,"black","propane",0
109.5,56,NA,152,"black","hydrogen",0
120.15,20,32,136,"red","propane",0
91.24,24,20,144,"red","battery",0
93.87,11,30,128,"blue","hydrogen",1
101.78,32,18,136,"red","battery",0
113.28,53,16,120,NA,NA,0
88.94,21,18,152,"black","battery",0
NA,53,31,112,"black","propane",0
101.38,26,20,152,"blue","hydrogen",0
106.72,49,20,104,"blue","battery",0
104.54,49,24,168,"blue","propane",0
121.88,52,27,152,"black","propane",0
103.84,55,30,136,"red","hydrogen",0
81,57,10,NA,"black","hydrogen",0
118.13,20,28,136,"blue","hydrogen",0
96.8,24,20,112,"blue","battery",0
103.31,21,26,136,"red","propane",0
114.36,56,30,144,"black","hydrogen",0
102.76,14,30,136,"blue","battery",0
106.2,49,22,120,"red","battery",0
111.66,33,20,136,"red","hydrogen",0
101.11,55,24,112,"blue","propane",0
110.38,23,22,144,"red","battery",0
101.51,52,20,112,"blue","battery",0
138.75,28,32,152,"black","hydrogen",0
101.65,50,18,136,"black","hydrogen",0
104.18,55,14,144,"red","battery",0
NA,18,34,160,"red","propane",0
101.7,32,24,136,"blue","propane",0
97.8,55,24,144,"red","propane",0
106.57,30,30,144,"blue","propane",0
116.48,28,30,136,"blue","propane",0
104.1,27,30,144,"blue","propane",0
108.66,NA,22,144,"blue","hydrogen",0
101.21,28,22,104,"blue","battery",0
91.79,20,30,152,"blue","propane",0
110.53,NA,16,144,"black","hydrogen",0
108.93,29,30,152,"blue","propane",0
104.59,20,26,136,"red","battery",0
92.22,31,18,120,"black","battery",0
96.46,52,14,120,"black","propane",0
112.98,25,28,136,"black","hydrogen",0
NA,17,22,96,"blue","battery",0
NA,55,16,120,"black","propane",0
96.52,23,26,144,"black","propane",0
97.51,21,24,152,"red","battery",0
91.33,19,20,160,"red","hydrogen",0
109.6,64,20,120,"black","hydrogen",0
98,30,NA,112,"red","battery",0
101.48,52,20,112,"black","battery",0
113.7,53,22,144,"black","hydrogen",0
101.36,33,24,136,"black","battery",0
94.49,23,22,152,"black","propane",0
105.19,15,24,152,"red","battery",0
94.97,26,28,120,"black","propane",0
100.61,57,22,112,"black","propane",0
88.29,18,32,128,"red","propane",0
90.63,23,22,128,"red","propane",0
106.69,31,18,136,"blue","battery",0
85.29,29,NA,112,"red","battery",0
81.92,18,20,120,"black","battery",0
98.38,29,20,120,"black","hydrogen",0
102.84,31,20,120,"red","battery",0
103.84,57,24,136,"blue","propane",0
108.97,28,30,152,"blue","propane",0
104.18,50,22,96,"red","propane",0
116.1,53,18,136,"black","battery",0
99.75,25,26,144,"red","propane",0
100.16,17,26,120,"blue","propane",0
114.81,25,32,144,"red","propane",0
98.42,59,14,128,"black","battery",0
97.94,30,18,128,"black","battery",0
112.37,31,26,128,"black","hydrogen",0
98.33,27,26,104,"black","propane",0
93.11,54,16,128,"blue","battery",0
100.77,54,24,120,"black","battery",0
101.17,27,30,120,"blue","propane",0
96.4,26,16,120,"red","battery",0
104.16,29,14,104,"black","battery",0
102.69,60,12,112,"black","propane",0
105.01,55,16,136,"black","battery",0
103.53,21,28,160,"black","propane",0
110.3,55,22,NA,"black","propane",0
97.09,29,22,104,"black","propane",0
121.82,25,24,136,"blue","battery",0
104.76,59,24,136,"black","battery",0
106.72,NA,26,144,"black","propane",0
105.17,27,18,160,"black","battery",0
96.61,29,31,136,"red","propane",0
106.71,25,26,128,"black","battery",0
95.55,29,12,112,"black","hydrogen",0
100.58,53,NA,96,"red","battery",0
106.56,53,22,144,"black","propane",0
120.79,28,28,144,"red","hydrogen",0
81.88,29,20,120,"red","propane",0
115.79,52,22,160,"red","hydrogen",1
98.87,66,16,104,"black","battery",0
120.36,31,24,144,"blue","hydrogen",0
106.21,30,16,128,"red","hydrogen",0
97.5,51,27,128,"black","propane",0
100.26,31,16,NA,"black","hydrogen",0
105.79,NA,18,128,"red","battery",0
104.79,21,24,144,"blue","battery",0
95.07,23,18,160,"black","hydrogen",0
110.3,61,16,160,"red","battery",0
124.06,51,22,120,"black","hydrogen",0
114.87,50,32,160,"red","propane",0
108.04,28,22,120,"black","battery",0
115.6,53,22,168,"black","battery",0
92.18,28,20,136,"black","battery",1
105.73,52,28,176,"blue","propane",0
111.65,57,24,112,"black","hydrogen",0
111.74,53,24,144,"blue","battery",0
100.8,58,22,136,"blue","battery",0
108.92,25,32,128,"red","propane",0
87.82,19,18,136,"red","battery",0
97.32,30,20,120,"black","battery",0
99.27,25,24,136,"blue","battery",0
114.89,23,34,136,"red","battery",0
93.51,15,24,128,"blue","battery",0
103.83,22,24,136,"blue","battery",0
91.93,54,20,112,"blue","battery",0
80.16,22,21,NA,"blue","battery",1
104.81,18,28,128,"black","hydrogen",0
101.94,19,26,152,NA,NA,0
123.93,19,38,144,"red","hydrogen",0
91.74,57,20,NA,"blue","propane",0
114.38,56,22,144,"blue","hydrogen",0
111.62,25,32,144,"red","propane",0
111.81,29,16,144,"black","hydrogen",0
83.67,51,NA,128,"black","hydrogen",0
109.08,51,22,152,"black","hydrogen",0
94.23,28,22,112,"black","propane",0
97.77,33,26,112,"black","hydrogen",0
93.52,25,18,112,"red","battery",0
83.72,16,24,144,"blue","battery",1
111.79,54,20,152,"blue","propane",0
108.05,61,22,128,"black","propane",0
101.19,21,24,120,"blue","battery",0
105.64,58,24,120,"black","propane",0
92.35,59,12,120,"black","battery",0
107.2,23,24,144,"black","hydrogen",0
111.6,23,26,128,"blue","battery",0
103.03,25,18,152,"red","battery",0
118.31,30,22,144,"black","battery",0
85.83,28,16,136,"red","battery",1
90.7,24,20,112,"blue","hydrogen",0
96.58,29,30,112,"red","propane",0
99.41,25,24,NA,"black","battery",0
110.96,57,20,128,"black","hydrogen",0
128.32,59,26,144,"black","hydrogen",0
113.68,51,28,160,"black","propane",0
110.13,54,30,128,"black","propane",0
86.17,55,16,112,"black","battery",0
114.99,26,28,160,"black","hydrogen",0
83.34,55,18,104,"black","propane",0
112.17,24,22,136,"black","hydrogen",0
101.54,53,24,120,"black","hydrogen",0
83.57,27,26,96,"blue","propane",0
115.29,31,NA,NA,"red","hydrogen",0
118.04,29,24,128,"black","hydrogen",0
97.26,56,25,128,"black","hydrogen",0
103.84,50,20,104,"black","battery",0
100.39,25,26,160,"red","propane",0
108.83,22,26,144,"black","propane",0
112.66,57,16,136,"black","propane",0
96.37,25,28,128,"blue","propane",0
123.65,30,20,144,"black","hydrogen",0
111.21,20,26,152,"blue","battery",0
93.28,52,18,136,"black","hydrogen",0
86.31,51,21,128,"black","battery",0
95.29,27,22,112,"red","battery",0
103.25,30,18,144,"red","battery",0
110.64,27,14,128,"blue","hydrogen",0
101.78,28,26,128,"black","propane",0
70.06,59,12,80,"black","propane",0
108.01,52,30,112,"red","propane",0
101.93,24,28,136,"blue","propane",0
109.05,24,32,120,"red","propane",0
110.79,NA,28,152,"black","propane",0
85.03,52,16,NA,"black","battery",0
93.25,60,21,96,"red","propane",0
92.86,29,19,144,"red","battery",0
94.72,55,14,112,"black","propane",0
101.38,53,18,112,"black","hydrogen",0
113.2,28,30,152,"black","battery",0
92.97,27,20,112,"black","battery",0
99.39,52,16,128,"black","hydrogen",0
91.12,51,18,104,"black","battery",0
115.38,NA,20,128,"red","battery",0
86.79,24,18,136,"black","battery",0
107.62,49,24,128,"blue","propane",0
105.85,60,22,168,"black","battery",1
93.85,49,8,112,"black","battery",0
112.91,52,30,144,"blue","hydrogen",0
92.39,52,22,160,"black","battery",0
98.23,26,18,152,"red","battery",1
96.09,52,22,136,"blue","battery",0
77.41,53,14,120,"blue","battery",0
116.53,55,16,144,"red","hydrogen",0
92.17,25,28,144,"black","battery",0
92.82,51,26,144,"black","propane",0
110.64,56,20,128,"red","battery",0
120.39,52,28,112,"black","hydrogen",0
94.07,57,24,88,"black","propane",0
79.9,30,24,120,"red","propane",0
117.39,28,24,152,"black","hydrogen",0
98.71,62,20,128,"black","propane",0
105.4,27,24,160,"blue","battery",0
88.3,31,18,136,"black","battery",0
91.72,26,24,136,"red","hydrogen",0
93.99,59,14,120,"red","battery",0
95.62,24,26,104,"blue","battery",0
79,21,20,128,"blue","battery",0
114.56,24,24,136,"blue","battery",0
105.81,51,22,152,"red","battery",0
124.98,59,18,176,"black","battery",1
NA,64,22,88,"black","propane",0
89.86,23,28,104,"red","battery",0
103.8,28,22,128,"blue","battery",0
130.99,56,22,144,"black","hydrogen",0
98.47,56,20,120,"black","battery",0
104.22,69,14,128,"red","battery",0
116.11,30,22,120,"black","hydrogen",0
100.97,54,16,144,"red","battery",0
100.09,54,20,144,"black","battery",0
97.08,60,NA,96,"black","hydrogen",0
NA,56,14,NA,"red","battery",0
103.51,33,22,152,"black","battery",0
117.8,13,32,160,"red","propane",0
100.87,25,24,144,"blue","battery",0
101.68,31,14,144,"red","battery",0
99.13,56,24,112,"black","propane",0
98.34,23,24,136,"red","battery",0
110.73,16,22,160,"black","battery",0
105.71,55,26,136,"black","propane",0
92.53,28,24,128,"blue","battery",0
85.57,31,18,128,"black","propane",0
89.17,60,16,120,NA,NA,0
105.69,28,18,176,"red","battery",0
120.75,NA,20,144,"red","hydrogen",0
107.95,28,22,136,"red","battery",0
109.21,15,36,144,"red","propane",0
113.44,55,20,136,"red","battery",0
NA,24,22,136,"blue","battery",0
102.4,20,28,152,"red","propane",0
110.39,52,24,144,"black","hydrogen",0
86.4,52,14,144,"red","battery",0
103.26,28,20,136,"black","battery",0
91.77,25,22,128,"black","hydrogen",0
75.01,53,10,NA,"red","battery",0
91.92,17,26,128,"black","battery",1
110.85,58,22,144,"black","battery",0
119.76,25,34,152,"red","propane",0
114.83,26,28,152,"red","propane",0
101.94,24,24,NA,"black","hydrogen",0
121.39,25,32,152,"blue","hydrogen",0
114.61,26,22,144,"blue","hydrogen",0
101.43,56,16,112,"black","hydrogen",0
111.32,31,28,128,"black","battery",0
112.49,NA,34,144,"red","hydrogen",0
98.62,23,24,160,"blue","propane",0
99.23,29,NA,112,"red","propane",0
105.32,28,26,120,"blue","battery",0
114.56,26,28,152,"black","hydrogen",0
98.32,22,28,104,"black","hydrogen",0
104.9,52,26,128,"black","propane",0
128.84,29,26,176,"red","battery",0
NA,25,28,176,"red","battery",0
90.82,53,18,128,"blue","battery",0
92.51,31,14,136,"red","battery",0
92.06,27,22,128,"black","propane",0
103.51,25,16,104,"red","battery",0
83.84,30,22,120,"red","battery",0
100.85,58,18,128,"black","propane",0
131.12,53,32,144,"blue","hydrogen",0
94.68,53,24,112,"black","propane",0
99.99,29,30,136,"black","propane",0
97.88,54,26,144,"red","propane",0
87.64,30,17,88,"black","battery",0
99.51,21,26,136,"red","battery",0
98.49,58,22,128,"black","battery",0
97.01,32,16,144,"black","hydrogen",0
91.42,27,14,144,"black","battery",0
102.35,28,NA,144,"red","hydrogen",0
100.73,25,30,136,"black","propane",0
88.27,20,25,144,"black","propane",0
99.76,23,22,160,"red","propane",0
106.72,54,18,128,"black","battery",0
104.12,32,26,104,NA,NA,0
77.4,55,6,88,"red","battery",1
116.07,58,22,136,"black","hydrogen",0
115.5,29,28,136,"black","hydrogen",0
NA,56,20,152,"black","hydrogen",0
77.54,25,22,96,"red","battery",0
99.39,20,24,128,"blue","hydrogen",1
100.64,14,24,136,"blue","hydrogen",0
95.64,24,28,128,"black","propane",0
108.99,30,26,136,"black","hydrogen",0
97.95,29,16,96,"black","battery",0
114.64,53,18,120,"black","battery",0
NA,55,30,NA,"black","propane",0
87.11,20,26,120,"blue","hydrogen",1
93.3,50,14,152,"black","battery",1
100.09,20,26,128,"blue","battery",0
110.07,27,24,144,"black","battery",0
103.63,52,18,104,"black","battery",0
130.56,58,18,136,"blue","hydrogen",0
115.69,20,26,152,"blue","battery",0
